"","external_gene_name","geneid","log2foldchange","logCPM","F","PValue","p.val_adj","color"
"187","RAPSN","ENSG00000165917",-2.01419028500309,-1.29783245630222,81.3554208864309,1.68575475806595e-16,3.62521560722083e-12,"Downregulated"
"188","FAR2P3","ENSG00000240253",-2.01375603718234,3.03382957488832,50.2375779204562,2.78197154920192e-11,5.98262981655873e-07,"Downregulated"
"189","ARPP21","ENSG00000172995",-2.0122900502358,-0.71325230523633,58.880477357728,9.26600721190798e-13,1.99265485092081e-08,"Downregulated"
"190","HRC","ENSG00000130528",-2.01112664767225,1.53077056998247,131.619563881118,2.4547198720407e-23,5.27887508482353e-19,"Downregulated"
"191","SLC12A3","ENSG00000070915",-2.00982279793557,-0.551681691235777,72.4363808763309,5.9791047850273e-15,1.28580648402012e-10,"Downregulated"
"192","TNNC2","ENSG00000101470",-2.00370116874553,0.477937935671363,56.2124803234806,2.72571119748783e-12,5.86164193019758e-08,"Downregulated"
"193","POTEF","ENSG00000196604",-2.000155994077,-0.123800723906463,87.0978681475819,3.5703213584589e-17,7.67797608136587e-13,"Downregulated"
"194",NA,"ENSG00000254988",2.00499439666199,1.4290634925125,37.7951349620702,4.77146822406706e-09,0.000102610424158562,"Upregulated"
"195","LOC105370906","ENSG00000259420",2.0271918274938,-0.608332106185746,54.6367307026483,4.50336830538213e-12,9.68449354072427e-08,"Upregulated"
"196",NA,"ENSG00000154198",2.04176621682462,-0.83863579142306,42.6639317213378,5.56257945606897e-10,1.19623271202763e-05,"Upregulated"
"197","VN1R103P","ENSG00000213777",2.04917708406716,2.06035599286291,90.0016230001329,1.22838177640739e-17,2.6416350101641e-13,"Upregulated"
"198",NA,"ENSG00000230061",2.06573684074309,1.72614744264114,38.1591644349887,4.07820988766249e-09,8.77019036341819e-05,"Upregulated"
"199","LAMC2","ENSG00000058085",2.06969940823981,5.78715777466036,113.477727251115,5.72608495838816e-21,1.23139457030137e-16,"Upregulated"
"200","SNTN","ENSG00000188817",2.07399247751608,0.572708020682393,27.9137292096006,3.57695476223697e-07,0.00769224121619059,"Upregulated"
"201","PLA2G2A","ENSG00000188257",2.07833663502362,10.7364542429949,34.41762216783,2.01391346187545e-08,0.000433092089976315,"Upregulated"
"202","SLC22A16","ENSG00000004809",2.07949207076592,-0.49454345710848,59.3170286623517,7.33016195741424e-13,1.57635132894193e-08,"Upregulated"
"203","MCIDAS","ENSG00000234602",2.08771044813123,-0.486937356096374,60.5734142353888,4.53243012719278e-13,9.74699098852807e-09,"Upregulated"
"204","TMEM178A","ENSG00000152154",2.08837379546334,5.75746829422316,55.732788312074,3.15779222407248e-12,6.79083217786787e-08,"Upregulated"
"205","TAFA5","ENSG00000219438",2.09327800274636,3.46168156599884,118.045528613865,1.39491060050205e-21,2.99975524637967e-17,"Upregulated"
"206","C1orf87","ENSG00000162598",2.10235376483612,-1.65496569108037,61.4015040483143,1.70130184097486e-13,3.65864960901645e-09,"Upregulated"
"207","COL9A2","ENSG00000049089",2.10490191898585,8.41431435977944,57.0217747446178,1.91068386153454e-12,4.10892564423003e-08,"Upregulated"
"208","CA8","ENSG00000178538",2.11278453532702,2.68026383830656,80.3858565675454,3.3886830304499e-16,7.28736285698251e-12,"Upregulated"
"209","LY6H","ENSG00000176956",2.12381649872567,-0.347886571054937,36.3777140168358,8.46798811063089e-09,0.000182104084319117,"Upregulated"
"210","LINC00365","ENSG00000224511",2.12655004203666,-1.89488579415438,69.59105876828,5.02450308451991e-15,1.08051938832601e-10,"Upregulated"
"211","REG4","ENSG00000134193",2.12917830398362,3.91320672423566,30.2539369906957,1.24775778913428e-07,0.00268330312553326,"Upregulated"
"212",NA,"ENSG00000257434",2.13181403551218,0.39892253630281,48.1815524584399,6.50151599174552e-11,1.39815101402487e-06,"Upregulated"
"213","BPIFB2","ENSG00000078898",2.14167336299709,3.87804243442427,52.5707152162574,1.09704804502716e-11,2.35920182083091e-07,"Upregulated"
"214",NA,"ENSG00000279082",2.14206788512203,-1.4584840206939,79.8005809726019,1.67005713583959e-16,3.59145787062303e-12,"Upregulated"
"215","BRSK2","ENSG00000174672",2.15930558548893,3.20798851060446,53.9041954033834,6.4859585751712e-12,1.39480539159057e-07,"Upregulated"
"216","IGHD","ENSG00000211898",2.17486844565902,2.58484420281557,30.9716966905945,9.10134440593157e-08,0.00195724411449558,"Upregulated"
"217","MUC12","ENSG00000205277",2.18044059907696,4.60815118204307,28.7789628592323,2.40442862047426e-07,0.00517072374832989,"Upregulated"
"218","F3","ENSG00000117525",2.19039702205758,7.85537443259151,79.6717401207621,4.3251300964982e-16,9.30119227251938e-12,"Upregulated"
"219","SLC5A1","ENSG00000100170",2.19066784342934,5.25111327410976,82.1664019116895,1.79776664582836e-16,3.86609717185388e-12,"Upregulated"
"220","PTPRT-DT","ENSG00000233508",2.20269285043409,-0.670926875061671,40.5637839183949,1.35389089221187e-09,2.91154236370162e-05,"Upregulated"
"221","CACNA1D","ENSG00000157388",2.20420680722027,6.53812575257267,153.075896887728,5.20232227443879e-26,1.11875940511806e-21,"Upregulated"
"222","NRIP3","ENSG00000175352",2.20636588136335,1.9435887747877,50.4175053898738,2.6135548030185e-11,5.62044960389128e-07,"Upregulated"
"223",NA,"ENSG00000231150",2.21330957382953,3.30225844804494,41.0340783312814,1.20550071511959e-09,2.59242928786467e-05,"Upregulated"
"224","NPY4R2","ENSG00000264717",2.2159242543872,-0.071530118232567,54.349021652705,5.37884106894961e-12,1.15671977187761e-07,"Upregulated"
"225","ASIC2","ENSG00000108684",2.22268620251526,1.03645878695456,35.7263639370255,1.16064632361151e-08,0.000249596991892656,"Upregulated"
"226","CHRM3","ENSG00000133019",2.22686329905175,4.74089647414068,55.1314051404052,3.99657248847746e-12,8.59462913647078e-08,"Upregulated"
"227","ADARB2","ENSG00000185736",2.23966199853204,3.08246201717055,75.2759097294186,2.08629910846526e-15,4.48658623275454e-11,"Upregulated"
"228","MARCHF11","ENSG00000183654",2.24032461044069,-0.151360469721221,44.1003946996854,3.30591920753219e-10,7.10937925579798e-06,"Upregulated"
"229","DIP2C-AS2","ENSG00000225140",2.24289698569596,-0.933742166778374,47.1818256035539,7.88052366217709e-11,1.69470661355118e-06,"Upregulated"
"230","BARX1","ENSG00000131668",2.24458562257667,-1.2723670677251,63.4210979378992,9.56970776309866e-14,2.05796565445437e-09,"Upregulated"
"231",NA,"ENSG00000287388",2.24643849557426,-1.40569252559686,53.1319205442515,5.39149687413302e-12,1.15944140278231e-07,"Upregulated"
"232","SULT4A1","ENSG00000130540",2.26371673737262,0.360112180066839,50.9294452700012,2.14582069902189e-11,4.61458741324656e-07,"Upregulated"
"233","ADAM2","ENSG00000104755",2.26734454144887,2.53273881079933,53.6997126746065,7.05901778445859e-12,1.51804177454782e-07,"Upregulated"
"234","INSM1","ENSG00000173404",2.27791233997335,2.95439133312842,87.9475055856495,2.44474595904878e-17,5.25742618493439e-13,"Upregulated"
"235","ADD2","ENSG00000075340",2.28324588544177,2.74194475160725,87.8882762018093,2.50152942684018e-17,5.37953903241982e-13,"Upregulated"
"236","VSIG10L2","ENSG00000283703",2.28992467759476,-1.30315856324473,71.6222170058429,3.78934612487468e-15,8.148988841543e-11,"Upregulated"
"237",NA,"ENSG00000246898",2.29818960427528,2.83004657340971,75.9791354283655,1.62460011932107e-15,3.49370255659995e-11,"Upregulated"
"238","CEACAM5","ENSG00000105388",2.30223281802731,2.64368767377629,30.0043394872663,1.39629217986052e-07,0.00300272633279005,"Upregulated"
"239","KHDRBS3","ENSG00000131773",2.32196720374786,4.98388559525505,170.11059014922,5.36776758053604e-28,1.15433841819428e-23,"Upregulated"
"240","TAC1","ENSG00000006128",2.34535946050191,0.703352058442664,83.3113622115455,1.27362447426826e-16,2.7389294319139e-12,"Upregulated"
"241","KCNN4","ENSG00000104783",2.36479178650811,6.48602155948912,68.3763984266536,2.57638321267001e-14,5.54051209884687e-10,"Upregulated"
"242","LINC02798","ENSG00000227082",2.38609320936465,-0.463175270908467,48.9873079436402,4.13508111471417e-11,8.89249193719283e-07,"Upregulated"
"243","ULBP2","ENSG00000131015",2.39735650234665,0.161554320035048,78.1853573174808,7.27521230801904e-16,1.56453440683949e-11,"Upregulated"
"244","CPLX2","ENSG00000145920",2.3983893083352,1.31027021306552,30.6357531076912,1.0638193637601e-07,0.0022877435417661,"Upregulated"
"245",NA,"ENSG00000279511",2.40233207146582,-0.617408764580058,64.6975889746951,8.0426099548735e-14,1.72956327079555e-09,"Upregulated"
"246","LINC01019","ENSG00000248118",2.40260141697051,-0.0434437860316628,61.0165935092956,3.94568426451259e-13,8.48519401083433e-09,"Upregulated"
"247","NPY4R","ENSG00000204174",2.42182734395918,1.14408049200359,79.3338638804381,5.13196015258208e-16,1.10362803081278e-11,"Upregulated"
"248","INSL5","ENSG00000172410",2.42633212703238,-0.747750706182154,40.2257571257685,1.46011793192871e-09,3.13998361261268e-05,"Upregulated"
"249","GJB6","ENSG00000121742",2.43665036614379,-0.639450970808223,69.0365743164463,1.50261103008262e-14,3.23136502019268e-10,"Upregulated"
"250","SLC24A2","ENSG00000155886",2.45069618497262,0.277529362717363,62.324173968124,2.49866818594339e-13,5.37338593387125e-09,"Upregulated"
"251",NA,"ENSG00000225258",2.45828289064427,-1.07732085268991,86.4419374310022,1.70805316149514e-17,3.67316832379529e-13,"Upregulated"
"252","ARSH","ENSG00000205667",2.46551273377787,-0.19695324839984,119.848476629839,6.19959353661438e-22,1.33322259004892e-17,"Upregulated"
"253","CA10","ENSG00000154975",2.51767581430157,0.396694720649477,37.9296076012762,4.48131311748964e-09,9.63706385916147e-05,"Upregulated"
"254",NA,"ENSG00000225708",2.51823637821478,1.90192091302337,51.2497583759794,1.88269596162329e-11,4.04873766547088e-07,"Upregulated"
"255",NA,"ENSG00000279712",2.52796981004104,-2.298662107229,81.073024620647,2.46216834948763e-17,5.29489303557314e-13,"Upregulated"
"256","KRT20","ENSG00000171431",2.55000413742506,0.799049104986186,30.8867482488913,9.51982903891041e-08,0.00204723923481768,"Upregulated"
"257","DACT2","ENSG00000164488",2.57826854464636,4.8908543904451,83.7550089941133,1.03259415415407e-16,2.22059372850834e-12,"Upregulated"
"258","F5","ENSG00000198734",2.60116432431681,6.85079522983277,111.605581103674,1.02983322509159e-20,2.21465635055946e-16,"Upregulated"
"259",NA,"ENSG00000205212",2.61372226007809,-0.443698931131577,47.914076424497,6.1394584847594e-11,1.32029054714751e-06,"Upregulated"
"260","NKX2-2","ENSG00000125820",2.62376685170193,-0.824579452138118,59.9282440750083,4.08947716309947e-13,8.7944206392454e-09,"Upregulated"
"261","HLA-DMB","ENSG00000242574",2.64723235345079,5.86803229307297,121.173199299767,5.33138398835326e-22,1.14651412669537e-17,"Upregulated"
"262","ADGRF5","ENSG00000069122",2.66816611013687,6.50854888072422,86.162302949675,4.48092201076584e-17,9.63622278415193e-13,"Upregulated"
"263","SLC12A1","ENSG00000074803",2.68478674840352,-0.232456054126774,72.2353847130161,5.05396784120163e-15,1.08685578425041e-10,"Upregulated"
"264","LINC01612","ENSG00000250266",2.68865161387229,-0.320559391691362,38.8264538010996,2.78611977737203e-09,5.99155058123856e-05,"Upregulated"
"265","SERPINA11","ENSG00000186910",2.68931592968118,2.99758371775295,66.1293385873449,5.98835173259081e-14,1.28779504009365e-09,"Upregulated"
"266","HABP2","ENSG00000148702",2.71011567224954,-0.013593510976013,61.6956906055147,2.84922166080549e-13,6.1272511815622e-09,"Upregulated"
"267","TCN1","ENSG00000134827",2.7419530441797,0.805772096106297,41.0281708131354,1.22045391096073e-09,2.62458613552106e-05,"Upregulated"
"268","PAX1","ENSG00000125813",2.76598458772048,1.23075145631959,59.1320274949193,8.72052747883451e-13,1.87534943432336e-08,"Upregulated"
"269","ABCA12","ENSG00000144452",2.76613359222275,0.00909093563760819,61.7213352514768,2.80579572150755e-13,6.03386369910199e-09,"Upregulated"
"270","CADPS","ENSG00000163618",2.7693034483776,4.46692497474069,90.8495112884394,9.03677861832047e-18,1.94335924186982e-13,"Upregulated"
"271","FAM87A","ENSG00000182366",2.77122659426047,-0.774369781833183,146.41212152995,5.25863378021417e-26,1.13086919443506e-21,"Upregulated"
"272","GLDC","ENSG00000178445",2.80109738896428,3.17798681822744,70.1568779807052,1.34600049512456e-14,2.89457406476537e-10,"Upregulated"
"273","SYT13","ENSG00000019505",2.8149251294758,4.28952536532586,73.9139360530159,3.39953289519758e-15,7.31069549112239e-11,"Upregulated"
"274","CD8B2","ENSG00000254126",2.8264475953832,1.51475456535258,112.301546572672,8.99908369126602e-21,1.93525294780676e-16,"Upregulated"
"275","CACNA1B","ENSG00000148408",2.83895664630871,1.68096110519218,85.7578819498684,5.42826510100896e-17,1.16734840997198e-12,"Upregulated"
"276","ALOX15","ENSG00000161905",2.93869268532089,3.47785213309277,87.7570744951789,2.6107876051653e-17,5.61449874490798e-13,"Upregulated"
"277","EPIC1","ENSG00000224271",2.94079856220064,2.08971210876342,91.0654674126642,8.77885894689174e-18,1.88789361652907e-13,"Upregulated"
"278","CST2","ENSG00000170369",2.9587070962223,4.98611055747414,37.0753943546296,6.42252742246382e-09,0.000138116452220084,"Upregulated"
"279","ETV1","ENSG00000006468",2.96008585816337,6.41808177768997,40.9410517467765,1.2518409658645e-09,2.6920839970916e-05,"Upregulated"
"280","IGSF23","ENSG00000216588",2.98218764372068,-1.58633073320222,128.32158477978,1.09989065873364e-24,2.36531486160668e-20,"Upregulated"
"281",NA,"ENSG00000234177",3.00369906622566,-1.42311503257376,74.2783545935016,6.3031656924298e-16,1.35549578215703e-11,"Upregulated"
"282",NA,"ENSG00000286944",3.01569750434055,-1.29870260639271,87.0675702031954,5.21894134830399e-18,1.12233333695277e-13,"Upregulated"
"283","B3GNT6","ENSG00000198488",3.01892277682029,4.32804152903643,42.7465375292725,5.90067838893684e-10,1.26894088754087e-05,"Upregulated"
"284","NKAIN1","ENSG00000084628",3.02758828755829,5.31675076848996,112.314480822019,8.24940889469336e-21,1.77403538280381e-16,"Upregulated"
"285","KIAA0087","ENSG00000122548",3.04629760968373,0.77072257088052,90.1194707676332,1.14151502604974e-17,2.45482806351997e-13,"Upregulated"
"286",NA,"ENSG00000286332",3.04757046040053,3.11941473545299,77.9670720458601,8.02299052978211e-16,1.72534411342964e-11,"Upregulated"
"287","KCNC2","ENSG00000166006",3.04760720757187,5.23484939584876,53.0425386790303,9.09727965940854e-12,1.95636999075581e-07,"Upregulated"
"288","OGDHL","ENSG00000197444",3.06074462261853,4.68305631948514,101.157727516823,2.93377829832341e-19,6.3090902305445e-15,"Upregulated"
"289","CDH7","ENSG00000081138",3.0666160810058,3.40705167030395,169.164666085896,7.0641496005427e-28,1.51914537159671e-23,"Upregulated"
"290","GREM1-AS1","ENSG00000259721",3.07624849827199,0.527799349783458,92.9299635487276,4.0386283002052e-18,8.68507015959127e-14,"Upregulated"
"291","SLC18A3","ENSG00000187714",3.10042824897138,-0.118792975440647,50.1623010343617,2.34895215213566e-11,5.05142160316774e-07,"Upregulated"
"292","WFDC5","ENSG00000175121",3.13638466268043,1.40405347179277,37.4984286282668,5.43368632999499e-09,0.000116851424526542,"Upregulated"
"293","KRT75","ENSG00000170454",3.13698273274048,-0.923693836155776,73.7283198569959,1.16610046176088e-15,2.50769904301677e-11,"Upregulated"
"294","SLCO1B3","ENSG00000111700",3.15905730996212,0.897343733587494,59.1857153503277,8.23837294012934e-13,1.77166210077482e-08,"Upregulated"
"295","KCNG3","ENSG00000171126",3.2266299173732,2.60523725917935,155.589283039089,2.82187705439914e-26,6.06844660548535e-22,"Upregulated"
"296","LINC00898","ENSG00000205634",3.2409561337427,-2.598814105355,117.848653930609,6.15112257437165e-23,1.32279890961862e-18,"Upregulated"
"297","EML6","ENSG00000214595",3.26689426914659,3.10532074974428,162.569349651475,4.14940695574595e-27,8.92329965833166e-23,"Upregulated"
"298","FOXB2","ENSG00000204612",3.39075334463402,0.0722423879292639,101.535906076133,1.28094269641741e-19,2.75466726864564e-15,"Upregulated"
"299","KCNH8","ENSG00000183960",3.39584746590267,2.96614610443282,188.534471971814,5.26106481036051e-30,1.13139198746803e-25,"Upregulated"
"300","FREM3","ENSG00000183090",3.41638972502294,-0.0658750523587048,60.678419086203,3.09258639863623e-13,6.65060705026721e-09,"Upregulated"
"301","LINC02418","ENSG00000214039",3.51334369318284,2.45472064649826,110.859257343318,1.39559354672e-20,3.00122392222137e-16,"Upregulated"
"302","TUNAR","ENSG00000250366",3.57932137508318,0.512779001718288,68.665251081379,1.82920462772844e-14,3.93370455193001e-10,"Upregulated"
"303","GP2","ENSG00000169347",3.58208441431987,7.08636944150451,91.4908532233669,7.26269859922475e-18,1.56184333376328e-13,"Upregulated"
"304","AGT","ENSG00000135744",3.63101615012947,6.27343035116111,66.1629394225899,5.87007308660264e-14,1.2623592172739e-09,"Upregulated"
"305","SCHLAP1","ENSG00000281131",3.64511429130482,3.30656847847701,83.2179585546441,1.27233450392857e-16,2.7361553506984e-12,"Upregulated"
"306","LOC124906209","ENSG00000235978",3.7796732613504,0.929705446149942,69.8619254182719,1.28828059334852e-14,2.770447415996e-10,"Upregulated"
"307","SLC44A5","ENSG00000137968",3.80203878743121,3.76787662330139,129.15302522307,4.98400583379296e-23,1.07181045455718e-18,"Upregulated"
"308","GRIN3A","ENSG00000198785",3.85055561165648,5.44641538151327,119.748022095929,8.25494914292876e-22,1.77522681318683e-17,"Upregulated"
"309","ADGRF1","ENSG00000153292",3.88604518580568,5.14874563523646,93.2395648216306,4.03984517256589e-18,8.68768704360295e-14,"Upregulated"
"310","COL2A1","ENSG00000139219",3.88608851273502,6.95135668806511,50.9248973905053,2.1105767698711e-11,4.53879534360781e-07,"Upregulated"
"311",NA,"ENSG00000227482",4.09127261365938,-0.923854643025875,265.3642396455,5.45326628151455e-43,1.1727249138397e-38,"Upregulated"
"312","GRM7","ENSG00000196277",4.09449423155224,2.24592523272247,94.0096854119345,3.28523715820741e-18,7.06490250872505e-14,"Upregulated"
"313","CDC20B","ENSG00000164287",4.11471728439407,2.88136063232472,48.2840032485477,6.22254248157573e-11,1.33815776066286e-06,"Upregulated"
"314","ETV4","ENSG00000175832",4.20350765424235,5.96089609097271,44.605026247984,2.73608303284334e-10,5.88394656212961e-06,"Upregulated"
"315","ERG","ENSG00000157554",4.27053409070862,7.53280382126487,218.130632201172,4.05922087290192e-33,8.72935448717557e-29,"Upregulated"
"316","ATP12A","ENSG00000075673",4.45219963479167,2.66693273644733,100.964108638661,3.32805847772561e-19,7.15698975634892e-15,"Upregulated"
"317","ANKRD34B","ENSG00000189127",4.55632151729595,3.82813183746055,138.381067590934,3.49173825283932e-24,7.50898311273096e-20,"Upregulated"
"318","HNRNPA1P57","ENSG00000237442",4.63235375453747,2.00237621579449,82.9174177409539,1.26551974097281e-16,2.72150020296202e-12,"Upregulated"
"319",NA,"ENSG00000287550",4.65074308413113,1.23277598497667,95.2434731833829,1.04033502944407e-18,2.23724048081947e-14,"Upregulated"
"320","GDA","ENSG00000119125",4.68446476700982,1.18627863877127,118.290239960373,4.45661743877981e-22,9.58395580209599e-18,"Upregulated"
"321","LINC03095","ENSG00000233760",4.75911508025979,3.08710829899753,185.588824169751,1.19039595146923e-29,2.55994649363458e-25,"Upregulated"
"322","PCAT5","ENSG00000280719",4.99804787100027,-0.00850784628070656,197.572501310091,1.2851888121266e-34,2.76379854047825e-30,"Upregulated"
"323","TDO2","ENSG00000151790",6.9158915486692,4.04360116160362,142.431429144638,7.02967400971405e-25,1.51173139578901e-20,"Upregulated"
"324","CGA","ENSG00000135346",6.94672842889348,3.7412713960293,115.414998092459,1.74701843358478e-21,3.75696314142407e-17,"Upregulated"
